SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
1052,NDUFS2,CYC1,O75306,P00044,"5XTB, 5XTC, 5XTD, 5XTH, 5XTI","1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4"
1053,PSMC1,PSMC3,P62191,P17980,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1054,NDUFS2,UQCRC1,O75306,P31930,"5XTB, 5XTC, 5XTD, 5XTH, 5XTI","5XTE, 5XTH, 5XTI"
1055,PSMA4,PSMA6,P25789,P60900,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
1056,UQCRC1,UQCRC2,P31930,P22695,"5XTE, 5XTH, 5XTI","5XTE, 5XTH, 5XTI"
1057,NDUFB8,NDUFS4,O95169,O43181,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1058,NDUFB8,NDUFS6,O95169,O75380,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1059,NDUFA10,NDUFV1,O95299,Q91YT0,"5XTC, 5XTD, 5XTH, 5XTI","6G2J, 6G72, 6ZR2, 6ZTQ, 7AK5, 7AK6, 7B93, 7PSA, 8C2S, 8CA3, 8CA4, 8CA5, 8IAO, 8IAP, 8IB4, 8IB5, 8IB9, 8IBA, 8IBD, 8IBE, 8IC2, 8IC3, 8OLT, 8OM1, 8PW5, 8PW6, 8PW7, 8RGP, 8RGQ, 8RGR, 8RGT, 8UCA, 8XNL, 8XNM, 8XNN, 8XNO, 8XNP, 8XNQ, 8XNR, 8XNS, 8XNT, 8XNU, 8XNV, 8XNW, 8XNX, 8XNY, 8XNZ, 8XO0"
1060,CYC1,NDUFS8,P00044,O00217,"1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4","5XTB, 5XTD, 5XTH, 5XTI"
1061,UQCRC1,NDUFV1,P31930,Q91YT0,"5XTE, 5XTH, 5XTI","6G2J, 6G72, 6ZR2, 6ZTQ, 7AK5, 7AK6, 7B93, 7PSA, 8C2S, 8CA3, 8CA4, 8CA5, 8IAO, 8IAP, 8IB4, 8IB5, 8IB9, 8IBA, 8IBD, 8IBE, 8IC2, 8IC3, 8OLT, 8OM1, 8PW5, 8PW6, 8PW7, 8RGP, 8RGQ, 8RGR, 8RGT, 8UCA, 8XNL, 8XNM, 8XNN, 8XNO, 8XNP, 8XNQ, 8XNR, 8XNS, 8XNT, 8XNU, 8XNV, 8XNW, 8XNX, 8XNY, 8XNZ, 8XO0"
1062,PSMC2,PSMC3,P35998,P17980,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1063,NDUFB4,NDUFS6,O95168,O75380,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1064,PSMC3,PSMD12,P17980,O00232,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1065,NDUFA10,NDUFS2,O95299,O75306,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTC, 5XTD, 5XTH, 5XTI"
1066,PSMC3,PSMD2,P17980,Q13200,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7UIH, 7UJD, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8L, 9E8N, 9E8O, 9E8Q"
1067,NDUFV2,NDUFB6,P19404,O95139,"5XTB, 5XTD, 5XTH, 5XTI","5XTC, 5XTD, 5XTH, 5XTI"
1068,CYC1,NDUFV2,P00044,P19404,"1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4","5XTB, 5XTD, 5XTH, 5XTI"
1069,CYC1,NDUFS1,P00044,P28331,"1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4","5XTB, 5XTD, 5XTH, 5XTI"
1070,PSMC1,PSMD12,P62191,O00232,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1071,GAPDH,TPI1,P04406,P60174,"1U8F, 1ZNQ, 3GPD, 4WNC, 4WNI, 6ADE, 6IQ6, 6M61, 6YND, 6YNE, 6YNF, 6YNH, 8DNS, 8G12, 8G13, 8G14, 8G15, 8G16, 8G17, 8P5F","1HTI, 1KLG, 1KLU, 1WYI, 2IAM, 2IAN, 2JK2, 2VOM, 4BR1, 4E41, 4POC, 4POD, 4UNK, 4UNL, 4ZVJ, 6C2G, 6D43, 6NLH, 6UP1, 6UP5, 6UP8, 6UPF, 7RDE, 7SX1, 7T0Q, 7UXB, 7UXV"
1072,NDUFS6,NDUFV2,O75380,P19404,"5XTB, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1073,NDUFS4,NDUFS2,O43181,O75306,"5XTB, 5XTD, 5XTH, 5XTI","5XTB, 5XTC, 5XTD, 5XTH, 5XTI"
1074,MRPL13,MRPL17,Q9BYD1,Q9NRX2,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","2CQM, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1075,PSMD11,PSMD12,O00231,O00232,"5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1076,CYC1,UQCRC1,P00044,P31930,"1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4","5XTE, 5XTH, 5XTI"
1077,NDUFB8,NDUFS3,O95169,O75489,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1078,NDUFA9,NDUFV1,Q16795,Q91YT0,"5XTB, 5XTD, 5XTH, 5XTI","6G2J, 6G72, 6ZR2, 6ZTQ, 7AK5, 7AK6, 7B93, 7PSA, 8C2S, 8CA3, 8CA4, 8CA5, 8IAO, 8IAP, 8IB4, 8IB5, 8IB9, 8IBA, 8IBD, 8IBE, 8IC2, 8IC3, 8OLT, 8OM1, 8PW5, 8PW6, 8PW7, 8RGP, 8RGQ, 8RGR, 8RGT, 8UCA, 8XNL, 8XNM, 8XNN, 8XNO, 8XNP, 8XNQ, 8XNR, 8XNS, 8XNT, 8XNU, 8XNV, 8XNW, 8XNX, 8XNY, 8XNZ, 8XO0"
1079,NDUFA9,NDUFB8,Q16795,O95169,"5XTB, 5XTD, 5XTH, 5XTI","5XTC, 5XTD, 5XTH, 5XTI"
1080,CYC1,NDUFS3,P00044,O75489,"1CHH, 1CHI, 1CHJ, 1CIE, 1CIF, 1CIG, 1CIH, 1CRG, 1CRH, 1CRI, 1CRJ, 1CSU, 1CSV, 1CSW, 1CSX, 1CTY, 1CTZ, 1FHB, 1IRV, 1IRW, 1KYO, 1LMS, 1NMI, 1RAP, 1RAQ, 1S6V, 1U74, 1YCC, 1YFC, 1YIC, 2B0Z, 2B10, 2B11, 2B12, 2BCN, 2GB8, 2HV4, 2JQR, 2JTI, 2LIR, 2LIT, 2MHM, 2N18, 2ORL, 2PCC, 2YCC, 3CX5, 3TYI, 4MU8, 4N0K, 4P4Q, 4Q5P, 4QAO, 4YE1, 5CIB, 5CIC, 5CID, 5CIE, 5CIF, 5CIG, 5CIH, 5KKE, 5KLU, 5KPF, 5LFT, 5LYC, 5NCV, 5T7H, 5T8W, 6EGY, 6EGZ, 6GD6, 6GD7, 6GD8, 6GD9, 6GDA, 6P41, 6P42, 6P43, 6RGI, 6RSI, 6RSJ, 6RSK, 6RSL, 6S8Y, 6SUY, 6Y0J, 7BBT, 7MRI, 7PR2, 7PR3, 7PR4","5XTB, 5XTD, 5XTH, 5XTI"
1081,NDUFA9,NDUFS8,Q16795,O00217,"5XTB, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1082,NDUFC2,NDUFS4,O95298,O43181,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1083,NDUFS4,NDUFS6,O43181,O75380,"5XTB, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1084,NDUFC2,NDUFB8,O95298,O95169,"5XTC, 5XTD, 5XTH, 5XTI","5XTC, 5XTD, 5XTH, 5XTI"
1085,NDUFS3,NDUFB6,O75489,O95139,"5XTB, 5XTD, 5XTH, 5XTI","5XTC, 5XTD, 5XTH, 5XTI"
1086,NDUFA9,NDUFS1,Q16795,P28331,"5XTB, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
